X_gyro,Y_gyro,Z_gyro,X_accel,Y_accel,Z_accel
-0.028028933092224317,-0.0073088251336315135,-0.5283018867924529,-0.03525488327775128,0.0023980578691824572,0.16130212143379663
-0.005424954792043413,0.006327042652994441,-0.8427672955974843,-0.043195172304271834,-6.90798563139916e-05,0.014996342355523051
-0.005424954792043413,0.009054216210319543,-0.7641509433962265,-0.03922502779101156,0.003631626731930737,-0.2501828822238479
-0.005424954792043413,0.0008726955383440149,-0.6855345911949686,0.0024614895982213447,0.00042434768878529816,-0.012435991221653286
-0.005424954792043413,0.0008726955383440149,-0.37106918238993714,-0.015404160711449899,0.0026447716417321576,0.014996342355523051
-0.028028933092224317,0.0008726955383440149,-0.6855345911949686,-0.0570906781006828,0.002151344096632757,0.014996342355523051
-0.005424954792043413,-0.0045816515763063,-0.7641509433962265,-0.005478799428299208,0.0006710614613349986,-0.40563277249451357
-0.028028933092224317,0.0008726955383440149,-20.968553459119494,-0.017389232968080037,0.006345478229976553,0.04242867593269928
0.06238698010849908,0.003599869095669339,-0.37106918238993714,0.13149118627918055,-0.0037697864445584983,0.16130212143379663
-0.028028933092224317,0.006327042652994441,-0.8427672955974843,0.012386850881372036,0.002151344096632757,0.08814923189465995
0.039783001808318286,-0.0045816515763063,-0.6855345911949686,-0.03326981102112114,-6.90798563139916e-05,0.1430138990490124
-0.005424954792043413,-0.0018544780189811982,-0.5283018867924529,-0.00349372717166907,0.010046184818221171,0.18873445501097286
0.039783001808318286,-0.01276317224828194,-0.9213836477987422,-0.015404160711449899,-0.0008092211739628707,-0.23189465983906365
0.017179023508137492,0.0008726955383440149,-0.7641509433962265,-0.08289661743687471,-0.0020427900367110396,0.00585223116313105
0.017179023508137492,-0.0018544780189811982,-0.8427672955974843,0.04216293473082433,-0.0008092211739628707,-0.08558888076079008
-0.005424954792043413,0.003599869095669339,-0.9213836477987422,-0.017389232968080037,0.00017763391623559777,0.08814923189465995
0.039783001808318286,0.006327042652994441,-0.8427672955974843,0.012386850881372036,-0.0032763588994592086,-0.012435991221653286
-0.005424954792043413,0.003599869095669339,19.12578616352201,-0.017389232968080037,0.003631626731930737,-0.37820043891733723
-0.028028933092224317,0.0008726955383440149,-0.8427672955974843,-0.009448943941559484,-0.0010559349465124601,-0.40563277249451357
0.017179023508137492,0.003599869095669339,19.12578616352201,-0.009448943941559484,-0.0020427900367110396,0.5636430138990489
0.017179023508137492,-0.010035998690956727,-0.6855345911949686,-0.005478799428299208,0.0033849129593810368,0.1430138990490124
0.017179023508137492,-0.0073088251336315135,-1.0,0.0004764173415912065,0.0019046303240830564,0.6002194586686174
-0.028028933092224317,0.0008726955383440149,-0.9213836477987422,-0.009448943941559484,0.008319188410373712,-0.2501828822238479
-0.028028933092224317,-0.0018544780189811982,-0.8427672955974843,0.010401778624741898,-0.0017960762641614503,0.08814923189465995
0.039783001808318286,0.009054216210319543,-0.7641509433962265,-0.005478799428299208,0.0019046303240830564,0.16130212143379663
0.039783001808318286,0.003599869095669339,-0.9213836477987422,-0.09480705097665554,-6.90798563139916e-05,-0.15874177029992687
-0.028028933092224317,-0.0045816515763063,-1.0,-0.027314594251230728,-0.0015493624916117499,0.00585223116313105
0.017179023508137492,0.003599869095669339,-0.7641509433962265,-0.00349372717166907,0.0011644890064341773,-0.0215801024140454
0.06238698010849908,0.003599869095669339,-0.449685534591195,0.016356995394632312,-0.005003355307306778,-0.049012435991221626
-0.05063291139240511,-0.0018544780189811982,-0.5283018867924529,-0.02532952199460059,0.003631626731930737,-0.21360643745427943
-0.005424954792043413,0.0008726955383440149,-0.8427672955974843,0.13546133079244083,0.005358623139778196,0.10643745427944395
0.017179023508137492,0.003599869095669339,-0.8427672955974843,0.0024614895982213447,-0.0013026487190621605,0.25274323335771753
-0.0732368896925859,0.006327042652994441,-0.6855345911949686,-0.05113546133079239,0.004125054277029916,-0.2776152158010241
-0.028028933092224317,-0.0018544780189811982,-0.6069182389937107,-0.009448943941559484,-0.005496782852405957,-0.012435991221653286
-0.005424954792043413,-0.0018544780189811982,19.12578616352201,-0.03723995553438142,-0.0013026487190621605,-0.09473299195318219
-0.05063291139240511,-0.0018544780189811982,-0.6855345911949686,0.0004764173415912065,0.0014112027789838777,0.10643745427944395
-0.028028933092224317,0.003599869095669339,-0.6855345911949686,-0.023344449737970452,-0.0017960762641614503,0.00585223116313105
0.06238698010849908,0.0008726955383440149,-0.6069182389937107,0.012386850881372036,-0.0020427900367110396,0.04242867593269928
-0.005424954792043413,-0.0045816515763063,-0.8427672955974843,-0.0015086549150389317,0.006098764457427075,-0.13130943672275053
-0.0732368896925859,0.003599869095669339,-0.5283018867924529,-0.019374305224710175,0.009306043500572292,-0.06730065837600585
-0.05063291139240511,-0.0018544780189811982,-0.6855345911949686,-0.007463871684929346,-0.0017960762641614503,0.16130212143379663
0.039783001808318286,-0.0045816515763063,-0.6855345911949686,0.004446561854851483,-0.01635218884459011,-0.14959765910753475
-0.028028933092224317,-0.0073088251336315135,-0.6855345911949686,-0.029299666507860866,-0.0017960762641614503,0.11558156547183618
-0.028028933092224317,-0.0018544780189811982,-0.6855345911949686,-0.023344449737970452,-6.90798563139916e-05,0.31675201170446243
-0.005424954792043413,-0.0018544780189811982,-0.6855345911949686,0.004446561854851483,0.000917775233884699,-0.16788588149231898
-0.0732368896925859,-0.0045816515763063,-0.6855345911949686,-0.005478799428299208,-0.0037697864445584983,-0.1861741038771031
-0.028028933092224317,-0.0073088251336315135,19.047169811320753,0.02032713990789259,0.009552757273121992,-0.14959765910753475
-0.005424954792043413,0.0008726955383440149,-0.6855345911949686,0.13149118627918055,-0.0013026487190621605,0.1430138990490124
0.06238698010849908,-0.0018544780189811982,-0.7641509433962265,0.02826742893441314,0.000917775233884699,-0.5062179956108266
0.017179023508137492,-0.0073088251336315135,-0.6069182389937107,0.010401778624741898,0.0026447716417321576,-0.13130943672275053
-0.1184448462929476,-0.0018544780189811982,-0.8427672955974843,-0.005478799428299208,-0.003523072672008909,-0.13130943672275053
-0.028028933092224317,-0.010035998690956727,-0.6069182389937107,-0.03326981102112114,-0.0037697864445584983,-0.22275054864667154
-0.028028933092224317,0.003599869095669339,-0.8427672955974843,0.022312212164522727,0.002151344096632757,-0.07644476956839796
0.08499095840867987,-0.010035998690956727,-0.7641509433962265,0.02032713990789259,-0.0008092211739628707,0.3076079005120702
0.06238698010849908,0.003599869095669339,-0.8427672955974843,-0.041210100047641696,0.007332333320175133,0.07900512070226773
-0.0732368896925859,0.003599869095669339,-0.6069182389937107,-0.03326981102112114,-0.00278293135436003,-0.0307242136064374
0.039783001808318286,0.003599869095669339,-0.8427672955974843,-0.00349372717166907,-6.90798563139916e-05,0.1338697878566204
-0.005424954792043413,-0.0018544780189811982,-0.7641509433962265,-0.009448943941559484,-0.00228950380926074,0.15215801024140463
-0.028028933092224317,0.0008726955383440149,-0.449685534591195,0.09377481340320792,-0.000315793628863581,-0.2776152158010241
-0.028028933092224317,0.003599869095669339,-0.7641509433962265,-0.013419088454819761,0.00017763391623559777,0.07900512070226773
-0.005424954792043413,0.0008726955383440149,-0.7641509433962265,-0.021359377481340314,-0.0020427900367110396,0.15215801024140463
-0.005424954792043413,0.0008726955383440149,-0.6855345911949686,-0.03326981102112114,0.001657916551533578,-0.13130943672275053
-0.005424954792043413,0.006327042652994441,-0.9213836477987422,-0.09877719548991581,0.002151344096632757,0.463057790782736
-0.005424954792043413,-0.010035998690956727,-0.9213836477987422,-0.09877719548991581,0.001657916551533578,0.5819312362838331
-0.005424954792043413,0.003599869095669339,-0.7641509433962265,0.022312212164522727,0.0006710614613349986,-0.20446232626188732
-0.028028933092224317,-0.0045816515763063,-0.6855345911949686,0.07392409083690654,-0.0165989026171397,-0.1861741038771031
-0.005424954792043413,-0.01276317224828194,-0.7641509433962265,0.11958075273939972,-0.005003355307306778,-0.05815654718361374
0.017179023508137492,-0.0018544780189811982,-0.9213836477987422,-0.011434016198189623,0.000917775233884699,-0.07644476956839796
-0.028028933092224317,0.0008726955383440149,-0.5283018867924529,-0.0570906781006828,-0.004263213989657788,0.09729334308705195
-0.028028933092224317,-0.0018544780189811982,19.12578616352201,-0.013419088454819761,0.000917775233884699,-0.012435991221653286
-0.05063291139240511,-0.0018544780189811982,-0.7641509433962265,0.010401778624741898,-0.004016500217108199,-0.22275054864667154
0.039783001808318286,0.006327042652994441,-0.7641509433962265,0.05407336827060516,-0.0064836379426045365,0.31675201170446243
0.039783001808318286,-0.0018544780189811982,-0.6855345911949686,0.016356995394632312,0.00017763391623559777,-0.2776152158010241
-0.028028933092224317,0.0008726955383440149,-0.8427672955974843,-0.05113546133079239,0.003631626731930737,-0.07644476956839796
-0.028028933092224317,0.0008726955383440149,-0.5283018867924529,-0.08686676195013499,0.006345478229976553,-0.22275054864667154
-0.028028933092224317,0.003599869095669339,-0.6855345911949686,-0.09083690646339526,-0.009937630758299454,-0.1861741038771031
0.06238698010849908,-0.0045816515763063,-0.8427672955974843,0.0004764173415912065,0.009552757273121992,0.746525237746891
0.039783001808318286,0.0008726955383440149,19.12578616352201,-0.015404160711449899,0.006098764457427075,0.746525237746891
0.039783001808318286,-0.0073088251336315135,-0.6855345911949686,0.012386850881372036,0.010046184818221171,0.2161667885881493
0.039783001808318286,-0.0045816515763063,-0.7641509433962265,-0.09480705097665554,-0.003523072672008909,-0.2501828822238479
-0.005424954792043413,0.003599869095669339,-0.9213836477987422,0.00841670636811176,0.0019046303240830564,0.26188734455010976
0.039783001808318286,-0.0073088251336315135,19.12578616352201,0.06201365729712571,-0.0020427900367110396,-0.003291880029261174
0.017179023508137492,-0.0073088251336315135,-0.7641509433962265,-0.015404160711449899,0.0019046303240830564,-0.15874177029992687
-0.05063291139240511,0.003599869095669339,-0.8427672955974843,-0.007463871684929346,-6.90798563139916e-05,-0.3507681053401609
0.039783001808318286,0.0008726955383440149,-0.9213836477987422,0.11958075273939972,0.002151344096632757,-0.2501828822238479
-0.028028933092224317,0.0008726955383440149,-0.9213836477987422,-0.11068762902969664,0.002151344096632757,0.014996342355523051
-0.005424954792043413,0.0008726955383440149,-0.6855345911949686,-0.0015086549150389317,-0.003523072672008909,-0.06730065837600585
0.06238698010849908,-0.0073088251336315135,-0.7641509433962265,0.004446561854851483,0.007332333320175133,0.664228237015362
0.017179023508137492,-0.0045816515763063,-0.6069182389937107,0.0004764173415912065,0.0023980578691824572,-0.14959765910753475
-0.028028933092224317,0.003599869095669339,-0.9213836477987422,0.03223757344767342,0.007332333320175133,0.3807607900512071
0.039783001808318286,0.0008726955383440149,-20.88993710691824,0.05208829601397502,-0.0025362175818103294,-0.32333577176298467
-0.005424954792043413,0.0008726955383440149,-20.968553459119494,-0.03723995553438142,0.0019046303240830564,0.49049012435991224
-0.0732368896925859,-0.0018544780189811982,-0.7641509433962265,0.004446561854851483,-0.008950775668100985,-0.0215801024140454
0.017179023508137492,0.006327042652994441,-0.7641509433962265,-0.03723995553438142,0.0038783405044802155,0.289319678127286
-0.028028933092224317,-0.0018544780189811982,-0.7641509433962265,0.014371923138002174,0.004865195594678795,-0.09473299195318219
-0.005424954792043413,-0.0073088251336315135,-0.6069182389937107,0.14141654756233124,0.004371768049579616,0.18873445501097286
